glycan,NG_Control_1,NG_Control_2,NG_Control_3,NG_Control_4,NG_SSSMuG_1,NG_SSSMuG_2,NG_SSSMuG_3,NG_SSSMuG_4,NG_SSSMuG_5,NG_SSSMuG_6
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.053120282,0.046957003,0.027647271,0.038429057,0.115065811,0.053006118
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.491615529,0.127187552,0.468539225,0.290933595,0.295499397,0.153634848,0.243106869,0.205106862,0.30636644,0.124528071
{Fuc(a1-2/3/6)}{Fuc(a1-2/3/6)}{Fuc(a1-2/3/6)}{GlcNAc(b1-4/6)}{Neu5Ac(a2-3/6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.381458687,0.064640482,0.227777056,0.043499215,0.07550098,0.121678371,0.166266367,0.128881639,0.138633985,0.218836085
{Fuc(a1-2/3)}{Fuc(a1-2/3)}{GlcNAc(b1-4/6)}{Neu5Ac(a2-3/6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.187927796,0.270509695,0.411305483,0.118292828,0.2047784,0.189502177,0.214851718,0.349405691,0.209695301,0.289718369
{Fuc(a1-3/6)}{Neu5Ac(a2-3/6/8)}{Neu5Ac(a2-3/6/8)}Neu5Ac(a2-8)Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-8)Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.345224773,0.240021804,0.32780478,0.085845146,0.077087156,0.096918557
Man6P(a1-3/6)[Man(a1-3/6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,1.037356953,1.236440689,1.82552476,0.804474682,0.924926236,0.971953705,0.760862811,1.027002615,1.137020685,0.596846119
Man6P(a1-3/6)[Man(a1-3/6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.229054511,0.67091306,0.30957499,0.253380317,0.16894646,0.26798707,0.244975536,0.377227518,0.298873782,0.261555628
{Neu5Ac(a2-3/6)Gal(b1-4)}{Neu5Ac(a2-3/6)Gal(b1-4)}{Fuc(a1-3/6)}{HexNAc(b1-4)}{HexNAc(b1-4)}GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0.215927803,0.3664779,0,0.515868686,0.185885979,0.176622836,0.407783428,0.266425422,0.443532925
{Fuc(a1-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.257698982,0.190212023,0.068510298,0.075288547,0.080516335,0.074772165
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0.23507579,0.14421934,0.198956788,0.162677943,0.138059152,0.306764694
{Fuc(a1-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.389372806,0.237611006,0.333590894,0.383075418,0.279111403,0.274020536
{Fuc(a1-3/6)}{HexNAc(b1-4/6)}{HexNAc(b1-4/6)}{Neu5Ac(a2-3/6/8)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.119862977,0.023371355,0.054056269,0.0331381,0.046006503,0.131063072
{Gal(b1-4)GlcNAc(b1-4/6)}{Fuc(a1-2/3/6)}{Fuc(a1-2/3/6)}{HexNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.076599332,0.031273417,0.029808621,0.054150034,0.087037722,0.045987043
{Gal(b1-4)GlcNAc(b1-4/6)}{Fuc(a1-2/3/6)}{Fuc(a1-2/3/6)}{HexNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.118208317,0.085221737,0.091294532,0.12571719,0.077027691,0.108743797
{Gal(b1-4)GlcNAc(b1-4/6)}{Fuc(a1-2/3/6)}{Fuc(a1-2/3/6)}{HexNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.105413233,0.063899561,0.043947454,0.087921023,0.097701875,0.084246188
{Gal(b1-4)GlcNAc(b1-4/6)}{Fuc(a1-2/3/6)}{Fuc(a1-2/3/6)}{HexNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.079808801,0.060189609,0.09987239,0.048302134,0.091319241,0.216277408
{Gal(b1-4)GlcNAc(b1-4/6)}{Fuc(a1-2/3/6)}{Fuc(a1-2/3/6)}{HexNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.111675264,0.107106432,0.151632225,0.107186183,0.168148713,0.127432516
{Man(a1-2)}Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,6.281293284,6.57469269,4.135303211,5.215002952,6.04492829,6.178154011,4.500876698,6.086473985,5.357587079,7.078754367
{Fuc(a1-2/3)}Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.609952889,0.291086404,0.398072249,0.385651309,0.321018243,0.370379051,0.377898573,0.396948358,0.602742669,0.560834461
{Gal(b1-4)GlcNAc(b1-3/4/6)}{Fuc(a1-2/3)}{Fuc(a1-2/3)}{GlcNAc(b1-4/6)}{HexNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.11239808,0.088689192,0.234476382,0.070725342,0.17769048,0.158402873,0.204900501,0.142653316,0.185056747,0.190725209
Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.028687845,0.039213183,0.068233868,0.092318477,0.074459686,0.093257732,0.039039388,0.065542047,0.06553102,0.05646379
GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.906020413,0.854367445,0.757685408,0.748353393,0.489294281,0.528353337,1.013155418,0.513956988,0.441491959,0.821560247
{Hex(?1-?)}GlcNAc(b1-2)Man(a1-3)[Man(a1-3/6)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.168541089,0.094305664,0.170129777,0.147918192,0.079794537,0.183180527,0.107144433,0.172930755,0.162876102,0.019847039
{Fuc(a1-3/6)}{Fuc(a1-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.014150193,0.029130485,0.039444641,0,0.030565285,0.042028008
{Fuc(a1-3/6)}{Fuc(a1-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.112901995,0.134643111,0.071347071,0.055112027,0.177128009,0.096711097
{Fuc(a1-3/6)}{Fuc(a1-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.063290733,0.021161456,0.082401476,0,0.049158176,0.028923429
{Fuc(a1-3/6)}{Fuc(a1-3/6)}{GlcNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.06304824,0.045483737,0.070604106,0.09774347,0.091339063,0.031257358
{Fuc(a1-3/6)}{Fuc(a1-3/6)}{GlcNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.293844737,0.225865058,0.549230604,0.242928345,0.272728768,0.319834696
{Fuc(a1-2/3/6)}{Fuc(a1-2/3/6)}{Fuc(a1-2/3/6)}{Fuc(a1-2/3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.369243941,0.335303353,0.608232561,0.285300604,0.613408021,0.335984989,0.350026161,0.674483106,0.426169672,0.752683413
{Fuc(a1-3/6)}{GlcNAc(b1-4/6)}{GlcNAc(b1-4/6)}{HexNAc(b1-4/6)}Neu5Ac(a2-8)Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.180419649,0.053050127,0,0,0.146537232,0.07223021,0.124525291,0.050808377,0.100476933,0.182616967
{Man(a1-2)}Man(a1-2)Man(a1-3)[Man(a1-3)[Man6P(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,1.302383332,1.079536896,1.466325139,1.102293045,0.637386322,0.812385613,0.533065506,1.092342137,1.117813317,0.65529807
{Gal(b1-4)GlcNAc(b1-4/6)}{Fuc(a1-3/6)}{Fuc(a1-3/6)}{GlcNAc(b1-4/6)}{HexNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.023935508,0.01356744,0,0,0.037463287,0.020676881
{Gal(b1-4)GlcNAc(b1-4/6)}{Fuc(a1-3/6)}{Fuc(a1-3/6)}{GlcNAc(b1-4/6)}{HexNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.103530345,0.088864721,0.051287039,0,0.065114762,0.093685633
{Gal(b1-4)GlcNAc(b1-4/6)}{Fuc(a1-3/6)}{Fuc(a1-3/6)}{GlcNAc(b1-4/6)}{HexNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.269060608,0.246512044,0.194445846,0,0.351871941,0.187332458,0.271226935,0.312647463,0.196236268,0.396975367
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,3.799010269,6.467060671,4.251590263,5.419251062,6.276209774,5.554493762,2.47217937,4.405291362,3.723771487,2.877284787
{GlcNAc(b1-4/6)}GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.163162118,0.136582377,0.143497891,0.152090779,0.08858135,0.178693762,0.23081419,0.155133899,0.17574048,0.172174796
{Gal(b1-4)GlcNAc(b1-4/6)}{Fuc(a1-3/6)}{Fuc(a1-3/6)}{GlcNAc(b1-4/6)}{Neu5Ac(a2-3/6/8)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.0372869,0.045162297,0.018821758,0.015391875,0.010644331,0.069326331
{Gal(b1-4)GlcNAc(b1-4/6)}{Fuc(a1-3/6)}{Fuc(a1-3/6)}{GlcNAc(b1-4/6)}{Neu5Ac(a2-3/6/8)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.067869576,0.038907614,0.046986853,0.085971724,0.036888454,0.081825817
{Gal(b1-4)GlcNAc(b1-3/4/6)}{Gal(b1-4)GlcNAc(b1-3/4/6)}{Fuc(a1-3/6)}{Fuc(a1-3/6)}{Fuc(a1-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.070508473,0.014504973,0.027377102,0.068478655,0.048008509,0.084038727
{Gal(b1-4)GlcNAc(b1-3/4/6)}{Gal(b1-4)GlcNAc(b1-3/4/6)}{Fuc(a1-3/6)}{Fuc(a1-3/6)}{Fuc(a1-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.415637565,0.138471554,0.288401814,0,0.488367101,0.230659869,0.424975482,0.530488064,0.416417324,0.628950607
{Gal(b1-4)GlcNAc(b1-3/4/6)}{Gal(b1-4)GlcNAc(b1-3/4/6)}{Fuc(a1-3/6)}{Fuc(a1-3/6)}{Fuc(a1-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.07866745,0,0,0,0.256586366,0.172666765,0.200172548,0.301559237,0.24384834,0.320958439
{Gal(b1-4)GlcNAc(b1-3/4/6)}{Gal(b1-4)GlcNAc(b1-3/4/6)}{Fuc(a1-3/6)}{Fuc(a1-3/6)}{Fuc(a1-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.428860868,0.13862473,0.386079629,0,0.479366322,0.324533695,0.497921051,0.503932017,0.628431781,0.51387927
{Gal(b1-4)GlcNAc(b1-3/4/6)}{Gal(b1-4)GlcNAc(b1-3/4/6)}{Fuc(a1-3/6)}{Fuc(a1-3/6)}{Fuc(a1-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.133585241,0.046086437,0.149831099,0.054656346,0.13502641,0.100082327
{Gal(b1-4)GlcNAc(b1-4/6)}{Fuc(a1-3/6)}{GlcNAc(b1-4/6)}{GlcNAc(b1-4/6)}{Neu5Ac(a2-3/6/8)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.221253676,0.166479048,0.064908048,0.217891232,0.146126643,0.161144821
Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,7.164116885,7.788514316,4.551405742,5.336946793,7.69619307,7.381356891,4.114760491,6.785006896,5.842766384,8.40800465
{Gal(b1-4)GlcNAc(b1-3/4/6)}{Gal(b1-4)GlcNAc(b1-3/4/6)}{Fuc(a1-3/6)}{Fuc(a1-3/6)}{Neu5Ac(a2-3/6/8)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.49548499,0.427461409,0.348405149,0.5506899,0.561790737,0.499927562
{Gal(b1-4)GlcNAc(b1-3/4/6)}{Gal(b1-4)GlcNAc(b1-3/4/6)}{Fuc(a1-3/6)}{Fuc(a1-3/6)}{Neu5Ac(a2-3/6/8)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.5017011,0.65079588,0.73767014,0.645499135,0.31666763,0.218498729,0.631474482,0.369987261,0.561790737,0.394001768
{Gal(b1-4)GlcNAc(b1-3/4/6)}{Gal(b1-4)GlcNAc(b1-3/4/6)}{Fuc(a1-3/6)}{Fuc(a1-3/6)}{Neu5Ac(a2-3/6/8)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.218614779,0.140763862,0.186123772,0.29517971,0.148544908,0.25910068
{Gal(b1-4)GlcNAc(b1-3/4/6)}{Gal(b1-4)GlcNAc(b1-3/4/6)}{Fuc(a1-3/6)}{Fuc(a1-3/6)}{Fuc(a1-3/6)}{GlcNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.105570141,0.056653771,0.012270165,0.056960064,0.046184899,0.075809467
Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,4.394955422,5.182114091,3.775193805,7.559266376,6.231348526,5.936725908,8.445385833,4.573310894,3.941811784,4.890791147
